City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
477,Saint-Francois,100,FR,2020-01-28 23:18:55,75,46.42,3.91,45.0,9.17
478,Sao Domingos do Maranhao,54,BR,2020-01-28 23:18:55,95,-5.58,-44.39,72.41,1.68
479,Honningsvag,0,NO,2020-01-28 23:18:56,78,70.98,25.97,10.4,14.99
480,Bilma,100,NE,2020-01-28 23:18:56,8,18.69,12.92,64.15,7.85
481,La Rioja,90,ES,2020-01-28 23:18:56,87,42.25,-2.5,46.99,1.12
482,Belfast,27,GB,2020-01-28 23:14:01,93,54.58,-5.93,36.0,13.87
483,Eureka,90,US,2020-01-28 23:15:00,87,40.8,-124.16,50.0,1.97
484,Khuzdar,0,PK,2020-01-28 23:18:57,63,27.74,66.64,36.09,5.23
485,Nome,1,US,2020-01-28 23:16:22,62,64.5,-165.41,-16.6,5.28
486,Atchison,90,US,2020-01-28 23:15:24,86,39.56,-95.12,30.99,5.82
487,Uryupinsk,100,RU,2020-01-28 23:18:57,97,50.8,42.01,34.0,7.11
488,Thoen,0,TH,2020-01-28 23:18:57,25,17.61,99.22,79.99,1.77
489,Santa Rosa,40,PH,2020-01-28 23:18:57,69,14.31,121.11,84.99,9.17
490,Bairiki Village,75,KI,2020-01-28 23:18:57,74,1.33,172.98,86.0,2.24
491,Zyryanka,0,RU,2020-01-28 23:18:57,94,65.75,150.85,-25.24,7.07
492,Lompoc,1,US,2020-01-28 23:18:57,71,34.64,-120.46,59.0,9.17
493,Baoshan,19,CN,2020-01-28 23:18:57,85,46.56,131.42,7.25,6.82
494,Ust-Nera,81,RU,2020-01-28 23:18:58,99,64.57,143.2,-40.23,3.27
495,Indian Head,90,US,2020-01-28 23:15:20,60,38.6,-77.16,43.0,10.29
496,Coyhaique,40,CL,2020-01-28 23:18:58,81,-45.58,-72.07,46.4,7.2
497,Linqiong,40,CN,2020-01-28 23:18:58,100,30.42,103.46,41.0,2.15
498,Cockburn Town,0,TC,2020-01-28 23:08:59,70,21.46,-71.14,77.67,8.41
499,Ampanihy,92,MG,2020-01-28 23:18:58,89,-24.7,44.75,71.91,7.76
500,Arauco,0,CL,2020-01-28 23:18:58,62,-37.25,-73.32,59.0,14.99
501,San Sebastian,100,ES,2020-01-28 23:18:58,87,43.31,-1.98,46.99,3.36
502,Flinders,20,AU,2020-01-28 23:18:58,45,-34.58,150.86,82.99,11.41
503,Pakse,40,LA,2020-01-28 23:18:59,69,15.12,105.78,78.8,6.93
504,Sheffield,75,GB,2020-01-28 23:18:59,80,53.38,-1.47,39.99,9.17
505,Beziers,92,FR,2020-01-28 23:18:59,81,43.35,3.22,52.0,6.93
506,Siderno,75,IT,2020-01-28 23:18:59,77,38.28,16.3,60.01,4.7
507,Lac du Bonnet,100,CA,2020-01-28 23:18:59,94,50.25,-96.06,14.0,4.88
508,Lewistown,90,US,2020-01-28 23:18:59,59,40.6,-77.57,39.0,6.93
509,Teguldet,100,RU,2020-01-28 23:18:59,95,57.31,88.17,19.36,5.68
510,Octeville,94,FR,2020-01-28 23:18:59,81,49.63,-1.64,46.99,12.75
511,Mandera,53,KE,2020-01-28 23:18:59,54,3.94,41.87,78.37,12.03
512,Tommot,0,RU,2020-01-28 23:18:59,86,58.96,126.29,1.8,3.06
513,Khategaon,56,IN,2020-01-28 23:19:00,59,22.6,76.92,64.02,3.06
514,Tromso,75,NO,2020-01-28 23:14:05,62,69.65,18.96,23.0,31.09
515,Kabompo,100,ZM,2020-01-28 23:19:00,96,-13.59,24.2,64.49,2.75
516,Chervishevo,0,RU,2020-01-28 23:19:00,75,56.95,65.43,-16.6,6.71
517,Semey,40,KZ,2020-01-28 23:19:00,84,50.41,80.23,5.0,8.95
518,Tuatapere,100,NZ,2020-01-28 23:19:00,89,-46.13,167.68,55.0,11.99
519,Praia da Vitoria,40,PT,2020-01-28 23:19:00,93,38.73,-27.07,62.6,26.87
520,Senneterre,90,CA,2020-01-28 23:19:00,84,48.38,-77.23,8.6,6.93
521,Meadville,90,US,2020-01-28 23:19:00,86,41.64,-80.15,33.8,4.7
522,Myitkyina,0,MM,2020-01-28 23:19:01,44,25.38,97.4,62.69,2.95
523,Salmas,75,IR,2020-01-28 23:19:01,85,38.2,44.77,21.2,4.7
524,Raja,0,SS,2020-01-28 23:19:01,22,8.46,25.68,56.82,3.89
525,Murud,42,IN,2020-01-28 23:19:01,74,18.33,72.97,70.09,8.52
526,Idlib,75,SY,2020-01-28 23:19:01,100,35.93,36.63,48.2,3.87
527,Diffa,0,NE,2020-01-28 23:19:01,16,13.32,12.61,60.91,10.09
528,Guayanilla,98,PR,2020-01-28 23:19:01,84,18.02,-66.79,75.99,2.21
529,Kirakira,100,SB,2020-01-28 23:19:01,78,-10.45,161.92,83.01,2.19
530,Lac-Megantic,40,CA,2020-01-28 23:19:01,92,45.58,-70.88,21.0,5.82
531,Koster,34,ZA,2020-01-28 23:19:01,66,-25.86,26.9,58.44,5.75
532,Dudinka,100,RU,2020-01-28 23:19:02,78,69.41,86.18,8.6,6.71
533,Habiganj,75,BD,2020-01-28 23:19:02,87,24.38,91.42,60.8,2.53
534,Dunmore Town,0,BS,2020-01-28 23:19:02,75,25.5,-76.65,73.06,11.14
535,Qui Nhon,71,VN,2020-01-28 23:14:57,79,13.77,109.23,75.22,6.49
536,Bani,63,DO,2020-01-28 23:19:02,87,18.28,-70.33,75.99,1.01
537,Mega,100,ET,2020-01-28 23:19:02,74,4.05,38.3,67.3,8.52
538,Hirado,75,JP,2020-01-28 23:19:02,81,33.36,129.55,51.8,4.7
539,Mangrol,0,IN,2020-01-28 23:16:50,66,21.12,70.12,65.43,9.57
540,Fort-Shevchenko,0,KZ,2020-01-28 23:19:02,76,44.51,50.26,35.85,15.61
541,Ballina,50,AU,2020-01-28 23:19:02,62,-28.87,153.57,95.0,9.17
542,Ararat,28,AM,2020-01-28 23:19:03,79,39.83,44.7,21.2,0.81
543,Bemidji,1,US,2020-01-28 23:16:27,85,47.47,-94.88,12.0,3.36
544,Ushtobe,62,KZ,2020-01-28 23:19:03,74,45.25,77.98,18.84,3.6
545,Cabo San Lucas,5,MX,2020-01-28 23:19:03,67,22.89,-109.91,64.99,9.17
546,Srandakan,100,ID,2020-01-28 23:19:03,65,-7.94,110.25,87.37,1.03
547,Rio Blanco,27,MX,2020-01-28 23:19:03,86,18.83,-97.15,58.62,2.59
548,Obo,26,CF,2020-01-28 23:19:03,21,5.4,26.49,62.65,4.59
549,Sao Filipe,11,CV,2020-01-28 23:19:03,67,14.9,-24.5,71.13,18.39
550,Ashtian,90,IR,2020-01-28 23:19:03,49,34.52,50.0,29.39,1.83
551,Panacan,20,PH,2020-01-28 23:19:03,52,9.25,118.41,89.6,16.11
552,Labuhan,92,ID,2020-01-28 23:19:04,66,-6.88,112.21,87.22,2.73
553,Labuan,75,MY,2020-01-28 23:19:04,74,5.28,115.24,86.0,11.41
554,Lamak,88,PH,2020-01-28 23:19:04,75,10.4,124.74,81.36,4.88
555,Jumla,100,NP,2020-01-28 23:19:04,93,29.27,82.18,27.7,2.44
556,Dire Dawa,21,ET,2020-01-28 23:19:04,90,9.59,41.87,56.12,2.37
557,Esna,2,EG,2020-01-28 23:19:04,56,25.29,32.55,47.62,7.58
558,Morant Bay,40,JM,2020-01-28 23:19:04,73,17.88,-76.41,77.0,5.82
559,Mariinsk,100,RU,2020-01-28 23:19:04,89,56.21,87.75,21.27,10.29
560,Moche,75,PE,2020-01-28 23:19:04,78,-8.17,-79.01,73.4,9.17
561,Thinadhoo,28,MV,2020-01-28 23:19:05,76,0.53,72.93,80.71,15.5
562,Emporia,90,US,2020-01-28 23:19:05,92,38.4,-96.18,30.99,9.17
563,Yantal,54,RU,2020-01-28 23:19:05,86,56.85,105.25,11.41,3.11
564,Bani Walid,0,LY,2020-01-28 23:19:05,58,31.76,13.99,52.12,6.49
565,Blackwater,100,AU,2020-01-28 23:19:05,55,-23.58,148.88,87.75,12.26
566,Chenove,100,FR,2020-01-28 23:19:05,86,47.29,5.0,41.0,8.05
567,Rodolfo Sanchez Taboada,6,MX,2020-01-28 23:19:05,93,31.72,-116.57,57.99,3.0
568,Magdalena,40,PH,2020-01-28 23:19:05,69,14.2,121.43,84.99,9.17
569,Worland,90,US,2020-01-28 23:19:05,74,44.02,-107.96,32.0,2.57
